06/10/2023;Bárbaro;PERDEU;Morto Vivo;50
06/10/2023;Bárbaro;PERDEU;Morto Vivo;6
06/10/2023;Bárbaro;PERDEU;Orc;0
06/10/2023;Bárbaro;PERDEU;Orc;1
06/10/2023;Bárbaro;PERDEU;Kobold;4
06/10/2023;Bárbaro;PERDEU;Kobold;4
